category,maker,year,registrations
2W,WUXI TENGHUI (IMPORTER: BOHRE ELECTRIC),2023,37
2W,WUXI TENGHUI (IMPORTER: FEZORA INDIA),2023,35
2W,WUXI TENGHUI (IMPORTER: FLYCON MOTORS),2023,72
2W,WUXI TENGHUI (IMPORTER: FRANKLIN EV INDIA),2023,22
2W,WUXI TENGHUI (IMPORTER: HOP ELECTRIC MOBILITY),2023,389
2W,WUXI TENGHUI (IMPORTER: JAIDKA POWER),2023,8
2W,WUXI TENGHUI (IMPORTER: JOZHI SERVICES),2023,0
2W,WUXI TENGHUI (IMPORTER: RADHA MOBILITIES LLP),2023,2
2W,WUXI TENGHUI (IMPORTER: REMARK ELECTRIC),2023,12
2W,WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),2023,278
2W,WUXI TENGHUI INTERNATIONAL (IMPORTER: FEZORA),2023,17
2W,WUXI TENGHUI INTERNATIONAL (IMPORTER: FRANKLIN EV),2023,12
2W,WUXI TOURWE (IMPORTER: GOREEN E-MOBILITY),2023,316
3W,XPLORE AUTOMOTIVE PVT LTD,2023,0
3W,XXPLORE AUTOMATIVE PVT LTD,2023,2
3W,XXPLORE AUTOMOTIVE PVT. LIMITED,2023,6
3W,Y.C.ELECTRIC VEHICLE,2023,0
3W,YAARI AUTOMOBILES PVT LTD,2023,3
2W,YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),2023,16
2W,YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),2023,9
2W,YANGGUANG LINGMU (IMPORTER: ECOINDIA),2023,4
2W,YANGGUANG LINGMU (IMPORTER: FLYCON MOTORS),2023,61
2W,YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),2023,27
2W,YANGGUANG LINGMU (IMPORTER: XWLS ELECTRIC),2023,11
3W,YC ELECTRIC VEHICLE,2023,40794
LMV,YC ELECTRIC VEHICLE,2023,2
3W,YC ELECTRIC VEHICLE PVT LTD,2023,0
3W,YEZDI MOTORS LTD,2023,0
2W,YOUYAKU ELECTRIC (IMPORTER: HOUSTAN INNOVATION),2023,82
2W,YOUYAKU ELECTRIC (IMPORTER: SASDAL ENTERPRISES),2023,80
2W,YOUYAKU ELECTRIC (IMPORTER: SHEMA E-VEHICLE),2023,0
2W,YOUYAKU ELECTRIC (IMPORTER: SMOBILITY EV),2023,0
2W,YOUYAKU ELECTRIC (IMPORTER: TVISI ELECTRIC),2023,2
2W,YOUYAKU ELECTRIC (IMPORTER:IME VEHICLES PVT LTD),2023,218
2W,YOUYAKU ELECTRIC (IMPORTER:KRISHIKA EV INDIA),2023,0
2W,YOUYAKU ELECTRIC (IMPORTER:NEWTRON ELECTRIC),2023,36
2W,YOUYAKU ELECTRIC (IMPORTER:ONZO EV),2023,20
3W,YUVRAJ INTERNATIONAL,2023,0
LMV,YUVRAJ INTERNATIONAL,2023,0
2W,ZAP (HK) (IMPORTER: IZANAU ELECTRIC),2023,128
2W,ZAP (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),2023,32
3W,ZBEE INDIA PVT LTD,2023,0
3W,ZENIAK INNOVATION INDIA LTD,2023,2836
LMV,ZENIAK INNOVATION INDIA LTD,2023,0
3W,ZENTHIUM EV PVT LTD,2023,718
3W,ZEOPLUS AXIS INDIA PVT. LTD.,2023,3563
3W,ZERO 21 RENEWABLE ENERGY SOLUTIONS PVT LTD,2023,11
3W,ZESAR MOTORS PVT LTD,2023,37
2W,ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),2023,45
2W,ZHEJIANG TIANYING  (IMPORTER: NEWTRON ELECTRIC),2023,64
2W,ZHONGHUALONG (IMPORTER: POWORO PVT LTD),2023,0
2W,ZHONGXING (IMPORTER:GREENO AUTOMOBILE),2023,0
3W,ZOHAN TRADERS AND BIG METRO,2023,131
3W,"""VOLVO GROUP INDIA PVT LTD""",2024,0
3W,3EV INDUSTRIES PVT LTD,2024,51
2W,3GB TECHNOLOGY PVT LTD,2024,0
3W,3GB TECHNOLOGY PVT LTD,2024,0
3W,3S INDUSTRIES PRIVATE LIMITED,2024,578
LMV,3S INDUSTRIES PRIVATE LIMITED,2024,0
3W,A B EXCAVATORS & EARTHMOVER LTD,2024,0
3W,A D AGRO WORKS,2024,0
3W,A K AUTTO ELECTRICAL,2024,0
3W,A K GUPTA & CO.,2024,355
3W,A P I MOTORS PVT LTD,2024,146
LMV,A R T WELDING WORKS,2024,0
3W,A. K. AUTTO ELECTRICAL,2024,0
3W,A.J ENTERPRISES,2024,66
3W,A.K.AUTO ELECTRICAL,2024,0
3W,A.R. MOTOR,2024,164
3W,A.V.AUTOMOTIVES PVT LTD,2024,674
2W,A-1 SUREJA INDUSTRIES,2024,2
3W,A3T INCORPORTED,2024,0
LMV,A3T INCORPORTED,2024,0
3W,AADHYA ENTERPRISES,2024,312
LMV,AADHYA ENTERPRISES,2024,0
3W,AADITYA EMOTORS INDIA PVT LTD,2024,0
LMV,AADITYA EMOTORS INDIA PVT LTD,2024,0
3W,AADITYA GARBAGE PRODUCTS PVT LTD,2024,4
LMV,AADITYA GARBAGE PRODUCTS PVT LTD,2024,0
3W,AAHANA COMMERCE PVT LTD,2024,1194
3W,AAKK AUTO PVT LTD,2024,16
3W,AARGEE ELECTRIC,2024,4
3W,AASHI INDIA AUTOMOBILES PVT LTD,2024,0
3W,ABHAVIS TECHNOLOGY (I) PVT LTD,2024,0
LMV,ABIRAMI ENGINEERING WORKS,2024,0
2W,ABZO MOTORS PVT LTD,2024,48
3W,ACCRETION POWER AUTOS,2024,329
2W,ACTION CONSTRUCTION EQUIPMENT LTD.,2024,0
3W,ACTION CONSTRUCTION EQUIPMENT LTD.,2024,0
LMV,ACTION CONSTRUCTION EQUIPMENT LTD.,2024,0
3W,ADAPT MOTORS PVT LTD,2024,1
LMV,ADAPT MOTORS PVT LTD,2024,1
3W,ADIDEV TECHNOA PVT LTD,2024,927
3W,ADITYA AGRO INDUSTRIES,2024,0
3W,ADITYA ENTERPRISES,2024,0
3W,ADITYA SAI INDUSTRIES,2024,152
LMV,ADITYA SAI INDUSTRIES,2024,0
3W,ADM TECHNOLOGIES PVT. LTD.,2024,151
2W,ADRIS ELECTRIC PVT LTD,2024,8
2W,AFTEK MOTORS INDIA PVT LTD,2024,34
3W,AGRASEN ENGINEERING WORKS,2024,0
3W,AGRAWAL RENEWABLE ENERGY PVT LTD,2024,2
3W,AGRO INDUSTRIES,2024,0
LMV,AHITESHAM AGRO ENGINEERING,2024,0
2W,AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,2024,0
3W,AJAY MOTORS PRIVATE LIMITED,2024,109
3W,AKASH AGRO INDUSTRIES,2024,0
LMV,AKASH TRAILOR,2024,0
3W,AKG INTERNATIONAL,2024,1048
3W,AKSMD RECHARGEABLE VEHICLES PVT LTD,2024,0
3W,ALBEDO VISION PVT LTD,2024,4
MMV,ALL TERRAIN CRANE,2024,20
3W,ALLENTTI MOTORS PVT LTD,2024,131
3W,ALLFINE INDUSTRIES PVT LTD,2024,6317
LMV,ALLFINE INDUSTRIES PVT LTD,2024,0
3W,ALTIER ELECTRIC VEHICLES PVT LTD,2024,1804
LMV,ALTIER ELECTRIC VEHICLES PVT LTD,2024,0
3W,ALTIGREEN PROPULSION LABS PVT LTD,2024,939
LMV,ALTIGREEN PROPULSION LABS PVT LTD,2024,6
2W,ALTIUS EV TECH PVT LTD,2024,14
3W,ALTIUS TECHNOLOGIES,2024,7
3W,AL-ZAHOOR  CO,2024,0
3W,AMAN AUTOMOBILES,2024,55
3W,AMAN ELECTRIC VEHICLES,2024,327
3W,AMAR COACH BUILDERS,2024,0
3W,AMBIKA ENTERPRISES,2024,55
3W,AMBIKA INDUSTRIES,2024,1060
LMV,AMMAN ENGINEERING COMPANY,2024,0
2W,AMO MOBILITY SOLUTIONS PVT LTD,2024,80
2W,AMPERE VEHICLES PRIVATE LIMITED,2024,857
2W,AMPERE VEHICLES PVT LTD,2024,0
3W,AMPERE VEHICLES PVT LTD,2024,0
3W,AMW MOTORS LIMITED,2024,0
LMV,ANBU TRAILERS,2024,0
2W,ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,2024,22
2W,ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),2024,3
2W,ANCHI MOTORCYCLE (IMPORTER: YED ELECTRIC),2024,39
2W,ANCHI MOTORCYCLE (IMPORTER:HINDUSTAN EV MOTORS),2024,0
2W,ANCHI MOTORCYCLE(IMPORTER:GREEN FUEL ALTERNATIVES),2024,8
3W,ANJALI AUTO COMPONENTS,2024,22
3W,ANJALI ENTERPRISES,2024,0
3W,ANJALI TRADERS,2024,53
LMV,ANJALI TRADERS,2024,0
3W,ANKUSH AUTO DEALS,2024,0
3W,ANOOP CYLINDERS PVT LTD,2024,8
LMV,ANTONY TRAILORS,2024,0
3W,APARNA AGRICO,2024,0
3W,APARNA INDUSTRIES,2024,30
3W,API MOTORS PVT LTD,2024,0
3W,APM AUTO SALES,2024,395
3W,APSARA ENTERPRISE,2024,685
LMV,ARASAN AND CO.,2024,0
LMV,ARBUDA TRAILER,2024,0
3W,ARCHIT ENTERPRISES,2024,777
3W,ARD EXIM,2024,29
LMV,ARD EXIM,2024,0
3W,ARIHANT ENTERPRISE,2024,0
3W,ARIHANT ENTERPRISES,2024,0
3W,ARMAN GREEN VEHICLES PVT LTD,2024,0
3W,ARNA ELECTRIC AUTO PVT LTD,2024,76
3W,ARROW AUTOMOTIVE,2024,1925
LMV,ARROW AUTOMOTIVE,2024,0
3W,ASAV AUTOMOTIVE PVT LTD,2024,1
3W,ASHA IMPEX,2024,126
3W,ASHLESHA POWER CONTROLS PVT LTD,2024,2
3W,ASHMA-MOTORS PVT LTD,2024,828
3W,ASHOK LEYLAND LTD,2024,0
LMV,ASHOK LEYLAND LTD,2024,0
3W,ASHWA ELECTRIC,2024,1
3W,ASIA BODY BUILDERS & MANUFACTURERS,2024,0
3W,ASTER AUTOMOTIVE PVT LTD,2024,0
2W,ATHER ENERGY PVT LTD,2024,58547
3W,ATLAS COPCO INDIA LTD,2024,0
2W,ATOMEX E-MOTORS INDIA PVT LTD,2024,0
3W,ATR TECHNOSALES PRIVATE LIMITED,2024,0
3W,ATTOLENT AUTO GROUP PVT LTD,2024,408
3W,ATTOLENT AUTOGROUP PVT LTD,2024,0
3W,ATUL AUTO LTD,2024,3938
LMV,ATUL AUTO LTD,2024,0
3W,ATUL GREENTECH PRIVATE LIMITED,2024,308
2W,ATUMOBILE PVT LTD,2024,22
3W,ATUT SANGAM,2024,1593
LMV,AUDI AG,2024,100
3W,AUTOCROLA INDIA LTD,2024,0
3W,AUTOECO GREEN ENERGY PVT LTD,2024,524
3W,AUTOHAUS PRIVATE LIMITED,2024,2
3W,AUTOLITE (INDIA) LIMITED,2024,1
3W,AVL ELECTRIC VEHICLES PVT LTD,2024,1951
LMV,AVL ELECTRIC VEHICLES PVT LTD,2024,0
3W,AVON CYCLE LTD INDIA,2024,0
2W,AVON CYCLES LTD,2024,0
3W,AVON CYCLES LTD,2024,429
LMV,AVON CYCLES LTD,2024,0
3W,AXCEED INDUSTRIES (OPC) PVT LTD,2024,0
2W,AYAAN ELECTRONIC PVT LTD,2024,25
3W,B24 ROKET EV,2024,663
3W,BABA E RICKSHAW & C BATTERIES,2024,0
3W,BABA E-VEHICLES,2024,515
3W,BAFNA AUTO CARS I PVT.LTD.,2024,0
3W,BAGHWAN RIKSHAW UDYOG,2024,25
2W,BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),2024,3
2W,BAJAJ AUTO LTD,2024,73698
3W,BAJAJ AUTO LTD,2024,16461
LMV,BAJAJ AUTO LTD,2024,1
3W,BAJAJ IMPLEMENTS PVT LTD,2024,0
3W,BAJAJ IMPLEMENTS PVT. LTD,2024,575
3W,BAJAJ TEMPO LIMITED,2024,0
3W,BAL GOPAL WHEELS PVT LTD,2024,99
LMV,BAL GOPAL WHEELS PVT LTD,2024,0
3W,BALAJI TRADING COMPANY,2024,21
LMV,BALAMURUGAN ENGINEERING WORKS,2024,0
3W,BALAN ENGINEERING PVT LTD,2024,112
3W,BALI AUTO INDUSTRIES,2024,159
3W,"BASUDEB ENGINEERING, CUTTACK",2024,0
3W,BATTERY RICKSHAW SANGH,2024,0
2W,BATTRE ELECTRIC MOBLITY PVT LTD,2024,1836
3W,BAXY LTD,2024,1481
3W,BENGAL MOTORS,2024,0
2W,BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,2024,402
3W,BENTINCK INDUSTRIES PVT. LTD.,2024,137
2W,BENTLEY MOTORS LIMITED,2024,0
3W,BEST WAY AGENCIES PVT LTD,2024,3545
3W,BESTWAY AGENCIES PVT LTD,2024,0
3W,BESTWAY BANARASH,2024,10
2W,BGAUSS AUTO PRIVATE LIMITED,2024,10711
3W,BHADAURIA ENTERPRISES,2024,81
3W,BHARAT MANUFACTURING & ASSEMBLING E RIKSHA,2024,0
3W,BHAVE ELECTRIC VEHICLES PVT LTD,2024,1398
3W,BHM INDUSTRIES,2024,1377
3W,BIG BULL TRADER PVT LTD,2024,1040
LMV,BIG BULL TRADER PVT LTD,2024,1
3W,BIJNOR ENTERPRISES,2024,24
LMV,BILAL TRAILORS,2024,0
2W,BLIX CYCLES AND E-VEHICLES PVT LTD,2024,4
LMV,BMW INDIA PVT LTD,2024,591
2W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,2024,326
2W,BOUNCE ELECTRIC 1 PVT LTD,2024,1598
3W,BRIGHT AUTOZONE PVT LTD,2024,1853
3W,BRIGHT METAL WORKS,2024,1
2W,BSA MOTORS,2024,0
3W,BSERAIL ENGINEERING PVT LTD,2024,41
3W,BULL MACHINES PVT LTD,2024,0
LMV,BYD AUTO,2024,2
LMV,BYD INDIA PRIVATE LIMITED,2024,1401
3W,C M OVERSEAS,2024,16
3W,CAPARO AUTOTECH LIMITED,2024,0
LMV,CAPARO AUTOTECH LIMITED,2024,0
3W,CAPARO AUTOTECH LTD,2024,0
3W,CAPCO INDUSTRIES PVT LTD,2024,30
LMV,CAPCO INDUSTRIES PVT LTD,2024,1
3W,CARREE YUNUS VEHICLE PVT LTD,2024,22
3W,CART INDIA,2024,357
3W,CASE EQUIPMENT PRIVATE LTD,2024,0
3W,CATERPILLAR INDIA PRIVATE LIMITED,2024,0
3W,CEEON INDIA,2024,394
3W,CELLETRON MOTOR WORKS,2024,93
3W,CENTURY MOTORS PVT LTD,2024,0
3W,CHAMPION POLY PLAST,2024,6654
LMV,CHAMPION POLY PLAST,2024,0
3W,CHANDAKE-AUTOMOBILES LLP,2024,37
2W,CHANDANA CORPORATION,2024,106
3W,CHANGZHOU YEFEND VEHICLE CO,2024,0
3W,CHARUVIKRAM AUTOMOBILE PVT LTD,2024,0
3W,CHATELEC VEHICLES INDIA LTD,2024,0
LMV,CHATELEC VEHICLES INDIA LTD,2024,0
3W,CHAUHAN AUTO INDUSTRIES,2024,380
3W,CHEHAK BATTERIES,2024,190
2W,CHETAK TECHNOLOGY LIMITED,2024,4
3W,CHEVROLET SALES INDIA PVT LTD,2024,0
2W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),2024,154
2W,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),2024,10
3W,CHIRAG ENTERPRISES,2024,0
2W,CHONGQING CHARMING (IMPORTER: AYAAN ELECTRONICS).,2024,1
2W,CHONGQING YU AN GROUP,2024,0
3W,CITADEL ENTERPRISES(OPC) PVT LTD,2024,8
3W,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,2024,301
3W,CLAAS INDIA P LTD,2024,0
3W,CLENERGY INNOVATIONS PVT LTD,2024,1
3W,CLH GASEOUS FUEL APPL PVT LTD,2024,0
LMV,CLH GASEOUS FUEL APPL PVT LTD,2024,0
LMV,CNH INDUSTRIAL (INDIA) PVT LTD,2024,0
3W,CONTINENTAL ENGINES PVT LTD,2024,425
LMV,CONTINENTAL ENGINES PVT LTD,2024,0
3W,CREATIVE ENGINEERINGS,2024,0
3W,CYRUS AUTO INDUSTRIES PVT LTD,2024,37
3W,D S INDUSTRIES,2024,2
3W,D S R AUTOMOTIVES (INDIA) PVT LTD,2024,0
3W,D.K. MOTORS,2024,5
3W,DAEWOO MOTORS INDIA LTD,2024,0
LMV,DAIMLER AG,2024,0
3W,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,2024,0
3W,DAKSH INDUSTRIES,2024,2871
3W,DALIAN FORKLIFT CO.,2024,0
2W,DAO EVTECH PRIVATE LIMITED,2024,72
3W,DASHMESH MECH WORKS PVT LTD,2024,0
3W,DASHMESH TRADERS,2024,73
3W,DAVE EXIM PVT LTD,2024,120
3W,DD AUTO PVT LTD,2024,0
3W,DE EUSI MOTORS PVT LTD.,2024,1048
3W,DEEP DRAWN TECHNOLOGIES,2024,14
3W,DEEPTI SMART MOBILITY PVT LTD,2024,0
3W,DELHI AUTOMOBILES LTD,2024,0
3W,DELTA AUTOCORP LLP,2024,1246
3W,DELTEK ENTERPRISES PVT LTD,2024,21
3W,DESMOTO ELECTRICS PVT LTD,2024,0
3W,DEV MOTORS,2024,287
3W,DEVAM ELECTRIC VEH P L,2024,0
3W,DEVAM ELECTRIC VEHICLES PVT LTD,2024,83
3W,DHAR IN PVT LTD,2024,26
3W,DHAR INTERNATIONAL,2024,14
LMV,DHARMAND TRAILERS,2024,0
3W,DHRITI ENTERPRISES,2024,81
3W,DIAMOND E VEHICLES,2024,234
LMV,"DIAMOND ENGG,CTC",2024,0
3W,DILIGENT MOBILITY SERVICE PVT LTD,2024,1
3W,DILIP CHHABRIA DESIGN PVT LTD,2024,0
2W,DILLI ELECTRIC AUTO PVT LTD,2024,0
3W,DILLI ELECTRIC AUTO PVT LTD,2024,11832
LMV,DILLI ELECTRIC AUTO PVT LTD,2024,0
3W,DIVANSHU AUTOMOBILES LIMITED,2024,0
3W,DIVANSU AUTOMOBILES LTD,2024,43
3W,DIVYA AUTOMOBILES,2024,0
3W,DIVYA ENTERPRISES,2024,403
MMV,DIVYA INDUSTRIES,2024,0
3W,DIWA GREEN TECHNOLOGY PVT LTD,2024,0
2W,DONGMA VEHICLE (IMPORTER: MERCURY METALS),2024,1
3W,DONGMA VEHICLE (IMPORTER: MERCURY METALS),2024,23
3W,DSF INDUSTRIES PVT LTD,2024,1
2W,DSK MOTOWHEELS PVT LTD.,2024,0
3W,DSR EV MOBILITY PVT LTD,2024,27
3W,DUCATI INDIA PVT LTD,2024,0
3W,DUCATI MOTOR HOLDING S.P.A,2024,0
3W,DUKE AUTO INDIA,2024,444
3W,DUKEMOTO MOTORS PVT LTD,2024,0
3W,DURABLE FLANGES PVT LTD,2024,0
2W,DURGA FILTERS PVT LTD,2024,0
3W,DYNAVOLT TECHNOLOGY INDIA LTD,2024,1
3W,DYS IMPEX PRIVATE LIMITED,2024,495
3W,DYS IMPEX PVT LTD,2024,0
2W,E ROYCE MOTORS INDIA PVT LTD,2024,0
3W,E ROYCE MOTORS INDIA PVT LTD,2024,479
3W,EAGLE AUTO PEARL PVT,2024,0
2W,E-ASHWA AUTOMOTIVE (HS 2W) PVT LTD,2024,1
3W,E-ASHWA AUTOMOTIVE PVT LTD,2024,86
3W,EBUZZ MOBILITY LLP,2024,16
3W,ECO DYNAAMIC EQUIPMENTS,2024,55
2W,ECO FUEL SYSTEMS (I) PVT LTD,2024,127
3W,ECO SMART VEHICLES PVT LTD,2024,816
2W,ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),2024,44
3W,ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,2024,165
3W,ECOYAN ELECTRIC MOTOR VEHICLES PVT LTD,2024,0
3W,ECOYAN ELECTRIC MOTORS VEHICLE PVT LTD,2024,0
3W,EDDY CURRENT CONTROLS (I) LTD,2024,0
3W,EDMRC MANNSCHAFT LLP,2024,20
3W,EEVEE ENGINEERING PVT LTD,2024,0
3W,EFEV CHARGING SOLUTION PVT LTD,2024,170
3W,E-GURU AUTO ENERGY,2024,202
3W,EICHER MOTORS LTD,2024,0
LMV,EICHER MOTORS LTD,2024,0
2W,EICHER POLARIS PVT. LTD.,2024,0
LMV,EICHER TRACTORS,2024,0
2W,EKO VEHICLE PRIVATE LIMITED,2024,0
3W,EKO VEHICLE PRIVATE LIMITED,2024,0
3W,ELECTRA INTERNATIONAL,2024,8
2W,ELECTRECA VEHICLES,2024,40
3W,ELECTRECA VEHICLES,2024,0
2W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),2024,2
3W,ELECTROTECH TRANSMISSION PVT LTD,2024,0
2W,ELECTROTHERM (I) LIMITED,2024,0
3W,ELECTROTHERM (I) LIMITED,2024,0
LMV,ELECTROTHERM (I) LIMITED,2024,0
2W,ELECTROTHERM (INDIA) LIMITED,2024,0
3W,ELECTROTHERM (INDIA) LIMITED,2024,0
LMV,ELECTROTHERM (INDIA) LIMITED,2024,0
3W,ELEPHANTA INDUSTRIES PVT LTD,2024,8
3W,ELGI EQUIPMENTS LTD           ,2024,0
3W,ELITE AUTO ENGINEERS PVT LTD,2024,934
2W,ELTHOR ENERGY PRIVATE LIMITED,2024,82
2W,EMOBI MANUFACTURY PRIVATE LIMITED,2024,0
3W,E-MOTION AUTOMOTIVE INDUSTRY LLP,2024,259
3W,ENERGY ELECTRIC VEHICLES,2024,6782
3W,ENGINIA VEHICLES PVT LTD,2024,184
2W,ENGTIAN ELECTRIC BIKE PVT LTD,2024,237
2W,ENIGMA AUTOMOBILES PVT LTD,2024,13
3W,ENTICE IMPEX PVT LTD,2024,599
3W,EPOWER VEHICLES PVT LTD,2024,6
3W,ERISHA E MOBILITY PVT LTD,2024,48
LMV,ERISHA E MOBILITY PVT LTD,2024,1
3W,ESCORT JCB LTD,2024,0
LMV,ESCORTS CONSTRUCTION EQUIPMENT LTD,2024,0
3W,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),2024,0
LMV,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),2024,0
2W,E-SPRINTO GREEN ENERGY PVT LTD,2024,331
2W,ESSEL ENERGY INFRA PVT LTD,2024,1
3W,ETHIRAJ AUTO UDYOG PVT LTD    ,2024,0
3W,ETRIO AUTOMOBILES PVT LTD,2024,6
LMV,ETRIO AUTOMOBILES PVT LTD,2024,0
3W,EULER MOTORS PVT LTD,2024,2104
LMV,EULER MOTORS PVT LTD,2024,2
LMV,EVAGE AUTOMOTIVE PVT LTD,2024,60
3W,EVBHARAT RANGE PRIVATE LIMITED,2024,18
3W,EVCO AUTOMOBILES PVT LTD,2024,327
3W,EVERVE MOTORS PVT LTD,2024,0
3W,EVEX AUTO INDIA PVT LTD,2024,36
3W,EVOLUTION AUTOTECH,2024,2
2W,EVTRIC MOTORS PVT LTD,2024,123
2W,EXERVAL PVT LTD,2024,13
3W,EXIDE INDUSTRIES LTD,2024,1318
3W,EXPO MACHINERY LTD,2024,0
3W,EXTRA FAST SOLUTIONS,2024,470
3W,EXTRAMILE GAS TECH,2024,0
3W,EXTREME MOTORS,2024,90
3W,EYUG AUTOMOBILE PVT LTD,2024,10
3W,FEDE INDUSTRIES PVT LTD,2024,496
2W,FIADO INDUSTRIES PVT LTD,2024,58
3W,FIRST CHOICE ELECTRIC VEHICLES PVT LTD,2024,281
3W,FITWEL MOBILITY PVT LTD,2024,2
3W,FIVE ELEMENTS,2024,83
LMV,FORCE MOTORS LIMITED,2024,0
3W,FORD INDIA PVT LTD,2024,0
LMV,FORD INDIA PVT LTD,2024,0
3W,FRN MOTORS PVT LTD,2024,6
2W,FSTMOTO (IMPORTER: AUTOICARE INNOVATION),2024,21
2W,FSTMOTO INTERNATIONAL (IMPORTER: TEDI (INDIA)),2024,2
2W,FUJIYAMA POWER INFRA PVT. LTD.,2024,4
3W,G & G AUTOMOTIVE,2024,648
LMV,G & G AUTOMOTIVE,2024,0
3W,G WILLIAMS FABRICATIONS LTD,2024,0
3W,G. M. VEHICLE INDUSTRIES,2024,22
3W,G.K E-VEHICLS INDUSTRIES PVT LTD,2024,479
3W,G.K. RICKSHAW,2024,2850
LMV,G.K. RICKSHAW,2024,0
3W,GAGAN AUTOMOTIVES,2024,508
LMV,GAIA INTERNATIONAL (IMPORTER: NEW ENERGY WAGON),2024,0
3W,GALVANIC AUTO PVT LTD,2024,19
LMV,GANAPATI AGRO INDUSTRIES,2024,0
3W,GARWARE MOTORS LIMITED,2024,0
2W,GAURA ELECTRIC VEHICLES PVT LTD,2024,163
3W,GAURI AUTO INDIA PVT. LTD,2024,0
3W,GAYAM MOTOR WORKS PRIVATE LIMITED,2024,0
3W,GAYATRI ELECTRIC VEHICLES,2024,1053
3W,GEMAG CONSTRUCTION MACHINARY,2024,0
3W,GENERAL AGENCIES(KOLKATA) PVT LTD,2024,0
2W,GENERAL MOTORS INDIA PVT LTD,2024,0
3W,GENERAL MOTORS INDIA PVT LTD,2024,0
LMV,GENERAL MOTORS INDIA PVT LTD,2024,0
3W,GEO ALLIANCE,2024,0
3W,GILL AGRICULTURE WORKS,2024,0
3W,GILL AGROTECH,2024,0
3W,GIRNAR SCOOTERS LTD,2024,0
3W,GKON ELECTRIC MOTOR VEHICLES PVT LTD,2024,277
LMV,GKON ELECTRIC MOTOR VEHICLES PVT LTD,2024,0
2W,GO GREEN EOT (ENERGY OF THINGS) PVT LTD,2024,0
3W,GOBIND INDUSTRIES PVT LTD,2024,10
2W,GODAWARI ELECTRIC MOTORS PVT LTD,2024,184
3W,GODAWARI ELECTRIC MOTORS PVT LTD,2024,155
3W,GODAWARI TECHNO SOLUTIONS PVT LTD,2024,32
LMV,GODREJ AND BOYCE MFG CO LTD,2024,0
3W,GOENKA ELECTRIC MOTOR VEH P L,2024,0
LMV,GOENKA ELECTRIC MOTOR VEH P L,2024,0
3W,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,2024,36
LMV,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,2024,0
2W,GOGORO (IMPORTER: GOGORO INDIA PRIVATE LTD),2024,0
2W,GOGORO INDIA PVT LTD,2024,115
3W,GOLD HOFER,2024,0
2W,GOLDENLION (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),2024,1
3W,GOOD ENERGY INDIA,2024,0
3W,GOOD WILL HI PRECISION,2024,0
3W,GOODENERGY INDIA PVT LTD,2024,0
3W,GOODWILL HI PRECISION WORKS PVT LTD,2024,0
3W,GOPAL AGROTECH,2024,0
3W,GOPAL AUTO MOTORS PVT LTD,2024,939
2W,GOREEN E-MOBILITY PVT LTD,2024,952
3W,GRAM TARANG EMPLOYABILITY TRAINNING SERVICES P LTD,2024,11
3W,GRD MOTORS,2024,2043
LMV,GREAT AUTOMOTIVE LIMITED,2024,0
3W,GREAVES COTTON LTD.,2024,0
2W,GREAVES ELECTRIC MOBILITY PVT LTD,2024,18424
3W,GREAVES INDIA PVT LTD,2024,0
3W,GREEN EVOLVE PVT LTD,2024,172
3W,GREEN IMPEX,2024,169
3W,GREEN KAIKETSU AUTOMATIVE IND,2024,0
3W,GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,2024,0
3W,GREEN SHUTTLE TECHNOLOGY PVT LTD,2024,27
3W,GREEN STAR MOTORS,2024,176
LMV,GREEN STAR MOTORS,2024,0
3W,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,2024,22
3W,GREEN TECHNOLOGIES,2024,198
3W,GREEN VALLEY MOTORS,2024,4
LMV,GREEN VALLEY MOTORS,2024,0
3W,GREEN WAY ECO RIDE,2024,1
3W,GREEN WHEELZ (INDIA),2024,0
3W,GREEN WORLD MOTORS PVT LTD,2024,0
3W,GREENETICS INDUSTRIES PVT LTD,2024,0
